participant,session,method,project,path,summary,Accuracy,Completeness,Conciseness,Clarity
7,2,3,mallet,mallet>optimize>OrthantWiseLimitedMemoryBFGS.java> optimize [line 100],This method is used to optimize a gradient function. It iterates through a fixed number of iterations and updates the parameters and the gradients though back tracking. This method is called to optimize the parameters and the gradient of machine learning algorithm.,5,3,5,5
9,3,3,mallet,mallet>optimize>OrthantWiseLimitedMemoryBFGS.java> optimize [line 100],"This method optimizes BFGS for a by running this method for the number of iterations that it is passed. This method take a number of iterations, and loops through those number of iterations, every time calling the methods makeSteepestDescDir(), mapDirByInverseHessian(), fixDirSigns(), storeSrcInDest(), backTrackingLineSearch() and evalGradient() and then checking the termination conditions and logging the current condition. This method is used by the project in numerous instances to perform optimization when training using different techniques.",5,4,3,3
4,5,2,mallet,mallet>optimize>OrthantWiseLimitedMemoryBFGS.java> optimize [line 100],"This method optimizes existing parameters for a model for a certain iterations based on OWL-BFGS. For a given number of iterations, this method checks parameters and optimize the gradient based on OWL-BFGS algorithm; it returns true if the model converges, otherwise returns false. This method can be used as a part of the implementation of OWL-BFGS optimizer.",5,3,5,5
12,4,8,mallet,mallet>optimize>OrthantWiseLimitedMemoryBFGS.java> optimize [line 100],"This method optimizes the parameters of OWL-BFGS within the given number of iterations.  It calculates the steep descending direction of gradients, map it by the inverse Hessian matrix, tune the sign of the descending gradients, does a backtracing line search, and then evaluate the gradients; if the value difference is lower than the tolerance, or the gradient is lower than the gradient tolerance, or the number of iteration reaches the input maximum number of iteration, then it will stop the optimization.  This method is useful when you want to optimize the parameters of OWL-BFGS within a certain iterations.",5,4,3,5
3,3,7,mallet,mallet>optimize>OrthantWiseLimitedMemoryBFGS.java> optimize [line 100],"This method performs an optimization using the Orthant Wise Limited Memory BFGS method.  For a specified number of iterations, this method performs the OWL-BFGS optimization by finding the steepest descent direction using the L1 weight, mapping the direction by the inverse Hessian, fixing the direction signs if necessary, storing the new gradient, performing a back tracking line search, and evaluating the new gradient.  This method helps to optimize the gradient descent process in cases of limited memory.",5,4,4,5
10,5,6,mallet,mallet>optimize>OrthantWiseLimitedMemoryBFGS.java> optimize [line 100],"This method performs optimizing based on Orthant Wise Limited Memory BFGS optimizer.  This method does the following in each iteration: makeSteepestDescDir, mapDirByInverseHessian, fixDirSigns, storeSrcInDest, backTrackingLineSearch, evalGradient, and checks termination conditions; if it is in any condition, it returns converge as true, otherwise false.  This method is used to perform optimizing  based on Orthant Wise Limited Memory BFGS optimizer in different training algorithm.",5,5,5,5
8,3,4,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],Performs a regression and prints the result of the regression with an specific format. The standard error also will be printed and a specific format of the prediction Useful to print in a specific format the result of a regression with the split of all the values.,4,4,5,4
5,2,2,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],"The method prints out the calculation process of sum squared error.  The method takes each sample from the training data as input to generate the value gaps between the predicted value and the ground truth one, and prints out the calculation process.  The method is useful when evaluating the performance of a regression model on the training data and understanding the internal process.",4,2,4,5
7,2,8,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],The method prints out the sum squared error for a given training dataset. It iterates though the dataset and calculates the sum squared error for the training dataset. Useful for printing the sum squared error for a regression model.,4,2,5,5
12,4,6,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],This method calculates the sum of squared error for a linear regression prediction result.  It calculates the residual of each prediction and sums up the squared residual as the sum of squared error.  This method is useful if you want to evaluate the performance of a linear regression model through the sum of squared error.,5,2,4,5
9,3,5,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],"This method calculates the sum squared error and returns the results as a string. this method calculates the sum squared error of the instance's training data and then builds a string with the data, it's parameters and the sum squared error of the coordinate descent. This method is used by the project for converting things to strings.",5,4,5,5
4,5,5,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],"This method converts the output to type string. To be specific, this method first calculate the square error from the predictions, and then it sends the data, prediction and error to the string builder and return results as string. This method can be used to convert data and results to string while applying coordinate descent in linear regression.",4,4,5,4
6,4,6,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],"This method converts the Sum Squared Error value into a string so that it can be displayed to standard output.  The method starts by calculating the result of the loss function SSE and once the value is calculated, the individual results of the summation are displayed before a final value is summized at the end of the string.  This method is useful for visualizing the results of the loss function Sum Squared Error and is useful for Linear Regression.",5,2,4,5
3,3,2,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],"This method formats information about the training data and the sum squared error into an informational String format.  The method calculates the sum squared error between all of the predicted and actual values for the training data, and then creates a string with the intercept index of the regression line, every element of training data and its parameters in the regression line, and the sum squared error.  When users of the toolkit are using CoordinateDescent, this method can help illuminate the regression line that is being trained from the training data including helping users to see where the training data falls on the regression line and how big the sum squared error is (which can indicate how well the training process went).",5,5,4,5
11,3,4,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],"This method prints a summary of the results from a regression prediction  This method prints the training data and parameters at each index, line by line, and also prints the error of the prediction as a sum-squared error, at the end  This method is useful for checking the values of a prediction and checking how well it did, perhaps",5,5,5,4
10,5,7,mallet,mallet>regression>CoordinateDescent.java> toString [line 165],"This method prints the information for an intercept index and sum Squared Error (SSE).  This method traverses through each sample in the training set, calculate the sum Squared Error (SSE), and creates a string buffer to have the information about the parameters, training data and SSE value.  This method is used to have log information about the data.",4,5,4,4
8,3,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],Calculates the value following the formula of a linear regression. Given the parameters the formula will perform a regression to estimate one value. Useful to perform simple prediction given a period time.,4,2,5,5
5,2,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],The method predicts a single value for an input feature vector.  The method firstly extracts a list of parameters and then multiplies each parameter with the corresponding value from the feature vector.  The method is useful when a single value is needed from a set of located points.,4,3,5,5
11,3,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],"This method estimates some value at a given position using linear regression  This method takes the value at interceptIndex, and then gets a sum of values from a feature vector, weighted with a set of parameters, to modify the prediction  This method is probably useful for machine learning applications as mentioned above - perhaps the data follows a linear trend and you want to predict the output on new values",5,5,4,5
4,5,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],This method generates predictions for some input vectors. This method checks each feature vector and calculate the prediction at that location and adds it to the prediction; at the end it returns the final prediction. This method can be used to calculate the prediction for a linear regression algorithm.,5,4,5,5
9,3,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],"This method is for generating a prediction using linear regression on a given dataset. The method takes an instance of the dataset, loops through the number of predictors in the data to calculate the prediction, and returns a prediction. This method is used by the project within the least squares method.",4,4,4,5
3,3,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],"This method makes a prediction for an input piece of data based on the trained linear regression model.  This method takes in an Instance which contains the data to make the prediction for, and then uses the intercept location of the trained linear regression model and adds the index multiplied by the value of each location in the feature vector for the input data to the intercept location to make the final prediction.  This method is important for the trained linear regression model in this toolkit to actually be able to make predictions.",5,5,4,4
7,2,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],"This method predicts the result of an input. The method takes an instance, extracts the features, and multiplies them with the corresponding parameter. The LinearRegression class uses this method to perform prediction on a given data.",5,4,5,5
10,5,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],"This method provides prediction from the given instance in a linear regression.  This method traverses on the feature vector by taking data from the instance, accumulating the parameter value and feature vector value from a certain index, and returns it.  This method is used to predict for a sample in a linear regression model.",5,4,5,5
6,4,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],This method returns a prediction after receiving an instance of a Feature Vector.  A double Array is initialized with an intial predetermined size and then the feature vector is looped over and a summation is calculated between the paramters array and the predictors feature vector and this summation value is returned at the end of the function.  This method would be useful for making a classification prediction for a given feature vector in a machine learning-type application.,4,5,4,4
12,4,1,mallet,mallet>regression>LinearRegression.java> predict [line 30],This method use least square method to predict the linear regression results.  It takes in instances as feature vectors and multiplies each of them with the corresponding parameters with the same index.  This method is useful if you want to perform a linear regression.,2,3,5,5
8,3,7,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"Based on the type of vector add am induced feature if it is possible with value 1.0. Iterates over the list of objects and detect the type of Object, if it is augmentable feature vector add the induced feature or if it is feature vector sequence applies different rules to add the feature. Useful to add feautires for each different element in the list.",5,5,5,3
7,2,2,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"The method induces feature to a list of feature vectors. The method iterates though the list of instances, casts them to their corresponding types, and adds them to feature conjuction list. This method is useful when someone needs to induce features for a dataset.",5,5,5,5
5,2,6,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"The method selects feature vectors from a list of instances with correct feature types.  The method iterates over each instance to identify single or list of feature vectors, and then select the augmentable feature vectors.  The method is useful when filtering out feature vectors with illegal types from the input instances.",4,4,5,5
11,3,5,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"This method adds features to a list of instances of data  This method takes every instance of data in a given list of instances, and adds features from a list of feature conjunctions to each instance of data, making sure that the types match what the features support  This method seems to be used to add all the features induced by a preexisting set of features to a set of data.",5,3,4,4
4,5,8,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"This method can be used to induce feature vectors. This method checks the type of given features, and if the feature belongs to AugmentableFeatureVector or FeatureVector Sequence, it adds the feature to AugmentableFeatureVectoer; otherwise it throws error for unsupported data type. This method can be used in a feature inducer to check the type of features and add them to feature conjuction lists.",4,3,4,4
12,4,3,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"This method evaluates the data type of the input features.  It checks each feature to see if they are instances of augmentable feature vectors or feature vector sequence, if they are instances of augmentable feature vectors then append it to the feature conjunction list; if they are feature vector sequence, then change the data type of each element in the sequence as augmentable feature vector and store it in the feature conjunction list; otherwise, it indicates that the data is not supported.  This method is useful when you want to extract feature vectors to a feature conjunction list and ensure their data type are all augmentable feature vectors.",5,5,2,4
10,5,5,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"This method induces the features to a Feature conjunction list.  This method checks if each instance is AugmentableFeatureVector or FeatureVectorSequence, if it is AugmentableFeatureVector, it adds to the Feature conjunction list; otherwise traverses to the FeatureVectorSequence and adds one by one from the sequence.  This method can be used for prediction or training with feature induction.",5,4,3,4
6,4,3,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"This method receives an instance list and iterates over the objects in said list to check what type of vector they are and extract the data from them.  Specifically, while iterating over the list, the method checks if the object in the instance list is a AFV or an FVS and extracts their data and adds them to the FeatureConjunction List that is a member variable of the class.  This method would be useful for extracting data from a wide range of Feature Vectors that can be used in a variety of Vector operations.",5,5,3,4
9,3,7,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"This method takes an InstanceList and iterates through the list to add the data from the InstanceList to the class's FeatureConjunction List. The method first performs a series of checks based on the booleans that were passed through to the method, before iterating through the list that was passed to the method to get the data from each instance in the list, to then typeset it to type AugmentableFeatureVector and then add it to the FeatureConjection List. The method is used by the project when performing CRF.",5,4,4,4
3,3,3,mallet,mallet>types>FeatureInducer.java> induceFeaturesFor [line 179],"This method takes in data of type InstanceList and converts it to a list of feature vectors.  The method takes in data of type InstanceList, gets the feature selection using InstanceLists' getFeatureSelection() method, and then puts the feature vector and feature selection into a FeatureConjuction list.  I'm not sure what the significance in the overall program is other than some design decision was made to have an object (FeatureConjuction.list) that holds an object's feature selection and feature vectors in one object.",4,3,3,4
8,3,3,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],"Iterates as a matrix a list and invert the values based on the instant position. When the object is instance of FeatureVector an exception will be throw, otherwise the swap will be performed. Useful to swap the values of x based on the value of the cell and the position",5,4,5,5
5,2,8,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],The method inverts and collects the index of input instances with non-zero values.  The method first filters the instances with valid feature vectors and inverts the internal index of the vectors if the corresponding values are non-zero.  The method is useful when identifying the specific index  from the instances where the values on the inside locations are non-zero.,5,5,5,5
7,2,4,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],The method is responsible for creating a list of indices from the locations of each feature vectors. It iterates though a list of feature vectors and add the indices to a separate list of features from each location of the corresponding feature vector. This method helps to get instance list with the features.,4,4,5,5
3,3,4,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],"This is the constructor for the InvertedIndex class, which helps to access Instances by feature index.  This constructor takes in an InstanceList and creates a mapping from each Instance in the list's feature vectors to the data for that Instance.  In the InstanceList class, the Instances are mapped to their features; this allows for the opposite where features can be mapped to their Instances.",5,3,5,5
12,4,5,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],"This method checks if a given list is feature vector data, if so then it stores the non-zero data into a new list.  It first checks if the input list contains feature vector data, and only if the data type is feature vector will it go through all the elements in the input list and save the non-zero ones.  This method is useful if you want to save the non-zero feature vector data into a list.",5,4,3,3
10,5,4,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],"This method indexes each instance to the corresponding feature.  This method iterates over each instance, and add each instance to the list of the corresponding feature.  This method can be useful in coordinate descent type regression model to find the instances from the feature list.",4,5,5,5
4,5,4,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],"This method inverts the indices of a data feature vector. This method checks all the features vectors: it throws an error if the entry is not a FeatureVector data, otherwise, it adds the index to the feature vector. This method can be used to generate inverted index for feature vectors and then be sued to check whether features are contained in the reverted index.",5,5,5,5
9,3,6,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],"This method is a constructor for the class InvertedIndex that takes InstanceList as it's input variable. The method creates an ArrayList of the same size as the inputted InstanceList, and then iterates through the values in the InstanceList to add them to the class's instance of the array list ii. This method is used by the project whenever the class is called such as in the CoordinateDescent file.",5,5,4,4
6,4,7,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],"This method is the only constructor for the class InvertedIndex.  The method receives an instance list object and stores it in ""ilist"" before unpacking its feature vector parameters and storing them in an array.  This method is necessary for creating Inverted Index objects and would be useful for storing an inverted instance of various FeatureVector objects.",5,4,4,4
11,3,8,mallet,mallet>types>InvertedIndex.java> InvertedIndex [line 17],"This method seems to be used for copying feature vector data into a list of data instances  This method iterates through a list of data instances ilist, and then adds for every feature vector it adds information from each of the feature vectors to each of the instances  This method could be useful for helping manage/copy the data",3,3,4,4
8,3,8,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],"Restablish the capacity based on the index and size making a comparison between them. If the count lenght is less than the pre-established min capacity then keeps that capacity, if it is not the case, asign the length of the counts and continues this process until the lenght will overcome the index. Useful to re adjust the capacity given the index.",5,5,5,4
5,2,4,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],"The method ensures the capacity of an Estimator to always have sufficient storage to hold incoming counts.  The method firstly checks if the current counts are enough for the incoming index, and, if not, double the current counts to cover the index.  The method is useful to maintain the valid count number before processing the incoming index.",5,5,5,5
12,4,7,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],"This method calculate the appropriate length of counts based on a given index.  After comparing size with index and the length of counts with min capacity to get the larger length of counts, it repetitively enlarges the length of counts twice until it is larger than the input index.  This method is useful when you want to ensure the counts have enough capacity to store all then input based on the input maximum index.",5,5,4,5
4,5,6,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],"This method checks and updates the capacity of an array. This method checks the size of given data, and if current length is smaller than the size of the data, double the size and return a new array whose length is this new size. This method can be used when size of the data is increased or to make sure a dictionary have enough capacity for data when applying multinomial estimation.",5,5,5,5
6,4,4,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],"This method ensures that a double array counts has the correct capacity for further use in estimation operations.  The method receives an index and checks if the double array needs to be resized because the index exceeds the current size. If it does exceed, a new array is created with the new size and an array copy operation takes place before setting the original counts array to the temporary one.  This utility function is useful for determining when an array needs to be resized with further capacity. By checking capacity before resizing, the program can ensure memory is not being wasted.",5,4,2,3
3,3,5,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],"This method ensures that a Multinomial feature vector array is of a particular size.  The method takes in a parameter index which is the size to make the feature vector, adjusts the feature vector's size according to the input index, and copies over the values in the existing feature vector.  This helps users of the toolkit adjust the size of feature vectors if necessary.",4,4,4,5
10,5,3,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],"This method ensures the capacity of the counts array of the Estimator class.  This method checks if the length of counts array is smaller than the given index or not, if it is, the methods doubles the size of the count array to ensure the capacity.  This method is used during estimate or incrementing with new data.",5,4,5,5
7,2,5,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],This method fits an index to the counts array. It first checks if the provided index is within the size of the array and extends the array by creating a new larger array if needed. This method is used when trying to increase the vector without exceeding the size limit.,5,4,5,5
9,3,8,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],"This method is for ensuring that the Estimator class has enough capacity to execute given the index that the method is passed through. If index is great than the size of the class, then the size is set to the index, if the length of counts is less than the index, then it iterates through counts to create a new counts that is of length of the index. This method is used by the project for the multinomial class to make an estimate.",5,4,5,5
11,3,7,mallet,mallet>types>Multinomial.java> ensureCapacity [line 290],"This method is used to ensure that the counts array has enough space to store all the relevant data required of it  This method takes an index, and expands the size of the count storage in order to ensure that the index is within the bounds of count  This method is useful for ensuring that the array has all the relevant elements accessible and that it doesn't overflow.",5,5,4,5
8,3,5,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],"Detects the type of the matrix and transforms into an equal sparse. If the object is a type of instance SpaceVector or SpaceMatrix certain operations will be performed to equals the spare, but if it is not the case the addition will not be perform. Useful to detect the type of matrix and add the different values.",5,3,5,4
5,2,7,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],The method adds the value of the input matrix to the current matrix.  The method checks the data structure of the input matrix and performs sparse add operation between the matrix and the current matrix.  The method is useful when there are additional values from another matrix needed for the current matrix.,5,3,5,5
12,4,4,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],"This method add value to a given sparse vector or sparse matrix m.  It checks if m is a sparse vector, if so then it directly add the value onto m, otherwise if m is a sparse matrix, it checks if the size m complies with the given size, if so then it adds the value to m.  This method is useful when you want to update a sparse vector or sparse matrix value by add a given value to each element of the sparse vector or sparse matrix.",4,4,4,5
7,2,6,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],This method adds a factor to a given matrix. The method checks if the size of the matrix is the same then adds the factor. Useful for modifying a matrix with a factor.,3,2,5,5
3,3,6,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],"This method adds a matrix to a sparse matrix, scaling the values by a factor.  This method takes in a matrix of type ConstantMatrix and a scaling factor, checks to make sure that the matrices can be added together, and performs the matrix (or vector) addition with the SparseMatrix and scaling factor.  This is a helper method for various machine learning algorithms that need to add matrices of data together in training.",5,5,5,5
4,5,7,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],"This method adds a new value element-wise onto an existing matrix. This method checks the type of input first, if it is a sparseVector or sparseMatrixn, it add new value multiplied by a factor element-wise to input matrix; otherwise, it throws error on the operation. This method can be used to update current matrix by adding a new value or adding new value based on a multiplier.",5,5,5,4
11,3,2,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],"This method adds two sparse matrices together  This method first checks if the matrices are of the correct dimensions (equal to each other), and then if so it considers them as vectors and calls the plusEqualsSparse method in order to add them  This method is useful ensuring that a matrix add goes as correctly and quickly as can be, first by checking if the addition is well-formed and then using special considerations for sparse vectors in order to add",4,3,4,4
6,4,2,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],This method is defining and overriding the method plusequals that it inherited from the interface Matrix.java.  This method checks if Matrix addition can take place between two different ConstantMatrix objects and will throw the correct errors specifying if the dimensions do not support the Matrix addition. Otherwise the ConstantMatrix is added to the Values SparseVector that is a member variable.  This method is necessary to perform matrix addition operations and would be useful for various ML and Linear Algebraic operations.,4,3,2,4
10,5,8,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],"This method pluses the member sparse vector object with another Constant Matrix object scaling with a factor.  This method first checks if the ConstantMatrix is a sparse vector or not; if it is, then it pluses with the vector; otherwise, this method checks the size and types of the input matrix, and then proceeds to plus the matrix with the member sparse vector.   This method helps to check the type and size before pluses the member sparse vector with a constant matrix.",5,5,4,5
9,3,4,mallet,mallet>types>SparseMatrixn.java> plusEquals [line 257],"This method takes a matrix and a factor and attempts multiply the values it the matrix by the given factor. The method first checks if the given matrix is a sparse vector so that it can apply the plusEqualsSparse() method to the vector if it is indeed a vector, if it is an instance of a SparseMatrix, then it checks if the sizes of the matrix, match the size of the class's instance, and if it does, it calls the plusEqualsSparse() method for each array in the matrix, and if it isn't it throws an unsupported error. The method does not appear to be used by the project, it must be called by the client directly.",5,5,3,5
8,5,3,mltk,core>BinnedAttribute.java> parse [line 66],"Identifies the start and end of string in order to get the median and boundaries to create the Binned attribute. If the length of the split string is equal to 1 the Binned Attributes will be returned inmediately, else a new parse for each element will be performed. Useful to parse the actual string into Binned attributes.",5,4,4,5
7,4,3,mltk,core>BinnedAttribute.java> parse [line 66],"The method extracts bin information from a single string. It splits a string, extracts the boundaries and medians, and returns them as a binned attribute along with the data. The method is used when reading each line from a file.",5,5,5,5
5,4,3,mltk,core>BinnedAttribute.java> parse [line 66],The method parses the attributes of a given bin list based on the input string format.  It firstly identifies the content position of a given string and then parses the attributes of each bin from the content.  The method is useful when extracting numeric attribute values from bins with string format.,4,4,5,5
4,4,2,mltk,core>BinnedAttribute.java> parse [line 66],"This method can be used to parse attributes of given bins. This method first finds the length of the input bins and return the bins if it is 1; otherwise, it returns the boundary and medians and boundaries for all the bins. This method can be used to obtain attributes of the bins when reading data from the buffer.",4,3,5,5
10,2,4,mltk,core>BinnedAttribute.java> parse [line 66],"This method is used to parsed the Bins information.  This method first parses the input string to get bins size, if bins is not null, it parses the boundaries and medians to create the BinnedAttribute object; otherwise it only use the number of bins to create BinnedAttribute object.  This method helps to parse the Bins information from a AttributesReader.",5,3,4,5
11,5,5,mltk,core>BinnedAttribute.java> parse [line 66],"This method parses a string that contains information about some bins  This method takes a string formatted as ATTRIBUTE:BINS where there is an attribute followed by bins string, which contains information such as how many bins, the strs associated with each bin, etc, and then all of this is placed into a BinnedAttribute  This method is useful for passing around information about a bin, without having to go into the bins and check everything",5,5,3,3
12,3,2,mltk,core>BinnedAttribute.java> parse [line 66],"This method parses an input string and use the parsed data to create new bins.  It extracts the content after "":"" and inside the parenthesis, splits them by "";""; and if there is only one number then directly create a bin, otherwise, it creates the bins based on the parsed boundary and median.  This method is useful if you want to create bins based on an input string command.",4,4,4,5
6,5,6,mltk,core>BinnedAttribute.java> parse [line 66],"This method receives a string and returns a new BinnedAttribute object.  Specifically, the string passed to the method is parsed so that the relevant substrings are extracted. Upon completion, the number of bins, and the boundaries and medians are created which are then used to created the new BinnedAttribute object.  This method is useful for initializing a new BinnedAttribute object from a string input and would be useful in various ML processes.",5,5,4,5
9,5,7,mltk,core>BinnedAttribute.java> parse [line 66],"This method takes a string object and splits it based on "":"" and "";"" and returns a BinnedAttribute based on the length of the string. The method splits the string into an array based on "": "" and then takes the data in position 1 of the split array, finds the start and end position by finding the opening and closing brackets within the string ""( )"" and then splits the data that was within the brackets using "";"" as a deliminator, and stores these new string values in an array strs, it then creates a BinnedAttribute based on the values in the array strs. The project uses this method when reading attributes.",5,5,2,4
3,2,5,mltk,core>BinnedAttribute.java> parse [line 66],"This method takes in a string representation of binned attributes and represents this data with the BinnedAttribute class.  The method takes in the string representation generated by BinnedAttribute.toString() and parses it to get the name of the data as well as the number of bins or the boundaries and medians of the bins, and then represents this data as a BinnedAttribute.  This method is used in the AttributesReader to read in String representations of binned attributes from files of input data.",4,5,3,4
8,5,6,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],Given a vector of values transform to a dense version. If the value can not be calculated a missing value will be placed in that position. Useful to transform a vector of numbers into a dense instance with the new values and number of elements,4,3,5,5
5,4,8,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],The method parses the double format for each instance of the input data with or without class index.  It iterates over each instance of the input data to convert the value to double format and assign the value to a new vector based on the class index.  The method is useful when ensuring the correct numeric format for each instance of the input data.,4,3,4,5
4,4,4,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],"This method can parse the values in a dense instance. Specifically, this method finds the class index first; if it is smaller than 0, the method returns a list a vectors that contains the values beong to that class; and if it is larger than 0, assign values to different vectors based onthe index. This method can be used to parse the read instance or used to test some example instances.",5,4,5,5
7,4,2,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],"This method converts the data from String to pairs of values and classes. It iterates through the list of data in String and extracts the value and class information to store them in a separate instance. When reading a file in text format, this method is used to parse the String to a usable instance for the algorithms.",5,5,5,5
3,2,3,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],"This method converts the read in data and its class label and converts it to objects of type Instance.  It takes in an array of Strings data and the class value, converts the array of Strings to an array of doubles, and takes the class value into account when converting the array of strings to the array of doubles (in the case that the class index is greater than or equal to 0 the class index affects the values of the converted array of doubles before and after the index of classIndex in the array and I'm not sure why).  This method helps the program read in data from files and convert it into the format that the rest of the program uses.",4,4,3,4
10,2,8,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],"This method parses the dense instances from the data using a classIndex.  This method checks if the class index is less than 0 or not, if it is less than 0, it parses the data and returns an Instance object by setting classValue as NaN; otherwise, it shifts all the values after class index by 1 in the new array of Doubles and returns the instance object with this array and class value from the dataset using the class index.  This method can be used to parse a dataset and have the right class value.",5,5,4,5
12,3,4,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],"This method parses the input string data into vectors in the Double type.  If the class index is less than zero, then it parses all the string values into double; otherwise, it extracts the class value based on the class index and parses all the other data into vectors.  This method is useful if want to parse a string of data with a given class",5,5,5,5
6,5,4,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],"This method receives a string array of data and a class index and returns a new instance object.  Specifically, the method extracts the characters from the string array and checks if they are a ""?"", if this is true then a NaN is returned, otherwise the value is converted to a double and logged within vector array and returned as a new instance.  This method would be useful for converting string input into weights or double values that can be used in a feature vector.",4,3,2,4
11,5,8,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],"This method takes a list of data as strings and then tries to parse it as a new instance of data with some vector/class  This method parses the list of strings each of them in as a double, and then adds them all to a vector, while maintaining track of the classValues specified by the data, and then at the end creates a data instance using the vector and final classValue  This method is useful for taking the data in string format, which perhaps is what is referred to by 'dense', and then using the information from that representation to get the class and data values into an Instance object",5,4,3,5
9,5,3,mltk,core>io>InstancesReader.java> parseDenseInstance [line 159],"This method takes an array of string and returns an instance with a vector of doubles. This method takes an array of string data and an integer ClassIndex and when the classIndex is less than 0, it iterates through the string array, and converts the values from strings to doubles, if the classIndex is greater than or equal to 0, then the method performs a similar iteration while checking the value of the classIndex and varying behavior based on its value. This method is used by the project when reading large files and Strings.",5,4,3,5
8,5,1,mltk,core>processor>Discretizer.java> computeBins [line 122],Calculates the boundaries and medians given a list. If the total weight is less than the provided maximum number of bins there will be an iteration to fill the vector of stats else the total weight will be calculated. Useful to calculate the weigh of the vector.,5,3,5,5
7,4,1,mltk,core>processor>Discretizer.java> computeBins [line 122],The method is responsible for computing the bins from the list of weights and values. It iterates through the stats of each element form the provided list and calculates the boundaries and medians. This method is used to discretize an input dataset.,5,5,5,5
5,4,1,mltk,core>processor>Discretizer.java> computeBins [line 122],"The method segments the input values to a specific number of bins.  It treats each input value as a bin if the total size is smaller than the specified bins, otherwise, accumulate the values until it achieves the threshold for a bin.  The method is useful when the input values are a lot and thus need to be segmented to limited ones.",5,4,5,5
4,4,1,mltk,core>processor>Discretizer.java> computeBins [line 122],"This method can be used to compute the bins from the given list. This method checks the length of the list, if it is smaller than upper bound, return the list; if the length is larger than the maximum size, group the elements depending on their weight and then return the bins. This method can be used to check the bins' boundaries and medians.",4,4,5,4
